Filenames_filename,Data_group,Data_remarks,Data_plant_id,Data_leaftype,SysObs_obs,SysObs_time,SysObs_elapsed,SysObs_date,SysObs_hhmmss,GasEx_E,GasEx_Emm,GasEx_A,GasEx_Ca,GasEx_Ci,GasEx_gsw,GasEx_TleafCnd,GasEx_RHcham,GasEx_VPcham,GasEx_VPDleaf,FLR_Fv/Fm,FLR_A_dark,FLR_A_fs,FLR_ETR,FLR_NPQ,FLR_Fv'/Fm',LeafQ_Qin,Meas_Pa,Meas_Tair,Meas_Tleaf,Meas_Fan_speed,Meas_CO2_s,Meas_H2O_r,Meas_H2O_s,Meas_CO2_r,f
2024-02-21-1223_logdata_lvl2,group4,"12:58:39 lvl2_trt, 12:58:41 lvl2_trt",2,Heated,1,1708545718,0,2024-02-21,13:01:58,4.5179e-4,0.4517878,0.91391812,324.0479327,232.3280287,0.01822423,32.1220061,58.80074009,2.69003737,2.11812002,0.75680931,NA,0.91391812,18.85121763,0.77017498,0.63742079,700.0058125,88.602825,31.2452,31.05996875,4991.71875,324.0479375,29.9112125,30.32636875,325.1620625,FALSE
2024-02-21-1317_logdata_lvl3,group1,"13:29:04 lvl3_cont, 13:29:05 lvl3_cont",1,Unheated,6,1708547777,362,2024-02-21,13:36:17,0.00111113,1.11113225,2.89374403,311.3405174,197.1647493,0.04505003,33.67978921,61.7988115,3.13538196,2.1129323,0.75680931,NA,2.89374403,42.53769219,1.16333009,0.58991565,699.9771333,88.56311333,33.07533333,32.52663333,4995.66666666667,311.340533333333,34.3352133333333,35.3628466666667,314.4258667,TRUE
2024-02-21-1317_logdata_lvl3,group1,"13:29:04 lvl3_cont, 13:29:05 lvl3_cont",1,Unheated,4,1708547640,225,2024-02-21,13:34:00,0.00111523,1.11522704,2.85931335,311.0962513,200.7614782,0.04616886,33.49983125,62.21063498,3.12488614,2.07085264,0.75680931,NA,2.85931335,43.07743169,1.12049791,0.59474459,699.9773333,88.56589333,32.89746667,32.34251333,5003.66666666667,311.096266666667,34.2537266666667,35.2434066666667,313.8483333,TRUE
2024-02-21-1317_logdata_lvl3,group1,"13:29:04 lvl3_cont, 13:29:05 lvl3_cont",1,Unheated,3,1708547590,175,2024-02-21,13:33:10,0.0011677,1.1676972,2.78842393,313.2571099,211.8543155,0.04948508,33.40951605,62.84761208,3.14464139,2.02488452,0.75680931,NA,2.78842393,43.36956227,1.09559467,0.59758872,699.9729375,88.55514375,32.82839375,32.27448125,5000.78125,313.257125,34.2230875,35.4705,315.9584375,TRUE
2024-02-21-1317_logdata_lvl3,group1,"13:29:04 lvl3_cont, 13:29:05 lvl3_cont",1,Unheated,2,1708547492,77,2024-02-21,13:31:32,0.00120672,1.20671587,2.90627099,312.5449841,211.6385722,0.05180919,33.27628512,62.97698882,3.13041269,2.0006546099999998,0.75680931,NA,2.90627099,41.68060329,1.03685355,0.60440636,700.0011333,88.552233330000007,32.71128,32.13847333,5004.66666666667,312.545,34.1154866666667,35.3111133333333,315.7594,TRUE
2024-02-21-1317_logdata_lvl3,group1,"13:29:04 lvl3_cont, 13:29:05 lvl3_cont",1,Unheated,1,1708547415,0,2024-02-21,13:30:15,0.00118634,1.18634156,2.76035223,313.9851849,217.3021746,0.05160185,33.17509457,63.29771707,3.1270421,1.97498196,0.75680931,NA,2.76035223,37.4723822,0.93274338,0.61687971,699.9622,88.55096,32.60197333,32.04498,5008.83333333333,313.9852,34.1166066666667,35.2736533333333,316.1183333,TRUE
2024-02-21-1223_logdata_lvl2,group3,"12:49:55 lvl2_cnt, 12:49:56 lvl2_cnt",2,Unheated,6,1708545452,312,2024-02-21,12:57:32,8.1043e-4,0.81043197,1.9708541,323.4050561,223.4302148,0.03542236,31.66378428,60.48654658,2.71860248,1.96636013,0.75680931,NA,1.9708541,35.89234563,1.16959261,0.58921618,699.9662,88.60116,30.9345,30.68650667,4996,323.405066666667,29.8690533333333,30.6489733333333,325.9068,FALSE
2024-02-21-1223_logdata_lvl2,group3,"12:49:55 lvl2_cnt, 12:49:56 lvl2_cnt",2,Unheated,5,1708545388,248,2024-02-21,12:56:28,8.4604e-4,0.84603728,2.21905479,322.8192548,218.3429035,0.03787088,31.52884741,61.09417555,2.72726727,1.92194494,0.75680931,NA,2.21905479,36.20074335,1.13713397,0.59285967,700.0057333,88.60961333,30.81511333,30.5557,5009.5,322.819266666667,29.87234,30.7437933333333,325.1499333,FALSE
2024-02-21-1223_logdata_lvl2,group3,"12:49:55 lvl2_cnt, 12:49:56 lvl2_cnt",2,Unheated,4,1708545330,190,2024-02-21,12:55:30,8.4571e-4,0.84571181,2.34503092,322.1486538,214.0936781,0.03847501,31.4272896,61.53043572,2.73075311,1.89170913,0.75680931,NA,2.34503092,35.29140106,1.1070448,0.59627766,699.9976667,88.61142667,30.7129,30.43381333,5003.5,322.148666666667,29.9465866666667,30.78244,324.6670667,FALSE
2024-02-21-1223_logdata_lvl2,group3,"12:49:55 lvl2_cnt, 12:49:56 lvl2_cnt",2,Unheated,3,1708545262,122,2024-02-21,12:54:22,9.1683e-4,0.91683198,2.16260755,322.6522385,230.7829168,0.04256401,31.26401018,61.82834305,2.72303311,1.85670281,0.75680931,NA,2.16260755,33.58836221,1.0512397,0.60272232,699.9431875,88.61269375,30.5788875,30.2654875,5004.53125,322.65225,29.7971875,30.694975,325.2398125,FALSE
2024-02-21-1223_logdata_lvl2,group3,"12:49:55 lvl2_cnt, 12:49:56 lvl2_cnt",2,Unheated,2,1708545209,69,2024-02-21,12:53:29,9.5015e-4,0.95014647,2.18017442,322.3843635,234.4380682,0.0450143,31.13182108,62.2746161,2.72414997,1.82124758,0.75680931,NA,2.18017442,30.11318823,0.98697052,0.61031924,699.9901875,88.61685625,30.4603625,30.123225,5006.09375,322.384375,29.7788375,30.706125,325.1211875,FALSE
2024-02-21-1223_logdata_lvl2,group3,"12:49:55 lvl2_cnt, 12:49:56 lvl2_cnt",2,Unheated,1,1708545140,0,2024-02-21,12:52:20,9.837e-4,0.98370204000000006,2.33530583,322.5237207,233.8856189,0.04769825,30.96474744,62.75122488,2.72095665,1.78136165,0.75680931,NA,2.33530583,22.80544519,0.7956169,0.63411629,699.9522,88.61314,30.30677333,29.92897333,5003,322.523733333333,29.7078466666667,30.6714,324.9642667,FALSE
2024-02-21-1223_logdata_lvl2,group2,"12:42:09 lvl2_ref, 12:42:10 lvl2_ref",2,Control,6,1708544928,376,2024-02-21,12:48:48,7.56e-4,0.75600355,1.714054,323.6133656,240.1042288,0.03729361,30.72242046,63.34192812,2.69404103,1.74642636,0.75680931,NA,1.714054,29.44787098,0.85898838,0.62603241,699.959625,88.62075625,29.9702375,29.5700625,4998.125,323.613375,29.62394375,30.365375,325.5961875,FALSE
2024-02-21-1223_logdata_lvl2,group2,"12:42:09 lvl2_ref, 12:42:10 lvl2_ref",2,Control,5,1708544866,314,2024-02-21,12:47:46,7.3643e-4,0.73643408,1.6344048,324.2139247,243.9519231,0.03711865,30.57681371,63.90688204,2.69419981,1.70946041,0.75680931,NA,1.6344048,28.86947262,0.8312715,0.62954257,700.002,88.61875333,29.81679333,29.44980667,5003.16666666667,324.213933333333,29.6442266666667,30.3678666666667,325.3228,FALSE
2024-02-21-1223_logdata_lvl2,group2,"12:42:09 lvl2_ref, 12:42:10 lvl2_ref",2,Control,4,1708544751,199,2024-02-21,12:45:51,7.3532e-4,0.73532437,1.8297243,323.9841154,238.9203411,0.03870777,30.32307237,65.04042095,2.70203845,1.63811475,0.75680931,NA,1.8297243,25.94521509,0.76342638,0.63830311,699.99875,88.61608125,29.5618625,29.17450625,4996.875,323.984125,29.7748,30.45714375,326.149125,FALSE
2024-02-21-1223_logdata_lvl2,group2,"12:42:09 lvl2_ref, 12:42:10 lvl2_ref",2,Control,3,1708544681,129,2024-02-21,12:44:41,7.5843e-4,0.7584267,1.80592091,324.1288653,244.5204879,0.04107907,30.12758632,65.64494995,2.69805091,1.59372126,0.75680931,NA,1.80592091,23.69712934,0.68201448,0.64914277,699.997375,88.6167625,29.3758125,28.99165625,4997.8125,324.128875,29.69813125,30.4119375,326.4040625,FALSE
2024-02-21-1223_logdata_lvl2,group2,"12:42:09 lvl2_ref, 12:42:10 lvl2_ref",2,Control,2,1708544616,64,2024-02-21,12:43:36,8.1126e-4,0.81126119,1.82880455,324.4622571,250.9018019,0.04540114,29.92599955,66.30875436,2.6973286,1.54504553,0.75680931,NA,1.82880455,18.66172725,0.56613824,0.66522186,699.9815333,88.62266,29.19693333,28.78814667,5011.33333333333,324.462266666667,29.6139733333333,30.4018133333333,326.4374667,FALSE
2024-02-21-1223_logdata_lvl2,group2,"12:42:09 lvl2_ref, 12:42:10 lvl2_ref",2,Control,1,1708544552,0,2024-02-21,12:42:32,7.7474e-4,0.77474378,1.49380706,323.9594294,261.3122953,0.04446789,29.73880043,66.91987809,2.6902852,1.50666102,0.75680931,NA,1.49380706,7.0883319,0.35635323,0.69645341,699.9778125,88.629325,28.9930625,28.5309125,4992.1875,323.9594375,29.582275,30.32010625,325.4040625,FALSE
2024-02-28-1247_logdata_lvl3,group3,"13:11:09 lvl3_trt, 13:11:10 lvl3_trt",1,Heated,6,1709151722,499,2024-02-28,13:22:02,2.9498e-4,0.29497663,NA,338.9593334,325.1850605,0.0099818,32.80234596,52.57733902,2.4907859,2.50548369,0.79231463,0.022080458,NA,7.44068286,1.85603263,0.57187392,700.0204,88.16132667,31.86,31.23866667,4999.66666666667,338.959333333333,27.9844,28.2205666666667,339.0454,TRUE
2024-02-28-1247_logdata_lvl3,group3,"13:11:09 lvl3_trt, 13:11:10 lvl3_trt",1,Heated,5,1709151671,448,2024-02-28,13:21:11,3.1955e-4,0.31954785,0.05268125,339.4566664,316.21377,0.0108697,32.75700778,52.66714344,2.49012684,2.49341066,0.79231463,0.022080458,0.05268125,8.33004455,1.82473994,0.57456913,699.9401333,88.16288667,31.82521333,31.18392667,5003.16666666667,339.456666666667,27.8873933333333,28.2126266666667,339.6533333,TRUE
2024-02-28-1247_logdata_lvl3,group3,"13:11:09 lvl3_trt, 13:11:10 lvl3_trt",1,Heated,4,1709151539,316,2024-02-28,13:18:59,3.0266e-4,0.30265596,NA,337.5684002,328.3480328,0.01040168,32.72069216,53.13468236,2.50586658,2.46749297,0.79231463,0.022080458,NA,7.62382832,1.76527015,0.57976187,700.0392667,88.16492,31.78045333,31.11166667,4990.16666666667,337.5684,28.1204266666667,28.3902866666667,337.5962,TRUE
2024-02-28-1247_logdata_lvl3,group3,"13:11:09 lvl3_trt, 13:11:10 lvl3_trt",1,Heated,3,1709151426,203,2024-02-28,13:17:06,3.0859e-4,0.30858716,NA,337.0136672,335.2949824,0.01064961,32.67723648,53.22215394,2.5042715,2.45693278,0.79231463,0.022080458,NA,7.00985519,1.69348969,0.58615594,699.9943333,88.1398,31.74021333,31.06025333,4999,337.013666666667,28.0545066666667,28.3802933333333,337.3351333,TRUE
2024-02-28-1247_logdata_lvl3,group3,"13:11:09 lvl3_trt, 13:11:10 lvl3_trt",1,Heated,2,1709151299,76,2024-02-28,13:14:59,2.8856e-4,0.28855939,0.24981549,334.5192653,280.8465854,0.01012137,32.66919939,54.07915999,2.54222214,2.41673686,0.79231463,0.022080458,0.24981549,6.10814267,1.5815005,0.59641833,700.0148667,88.14916667,31.72375333,31.05529333,4997.16666666667,334.519266666667,28.4456333333333,28.8073133333333,334.7756,TRUE
2024-02-28-1247_logdata_lvl3,group3,"13:11:09 lvl3_trt, 13:11:10 lvl3_trt",1,Heated,1,1709151223,0,2024-02-28,13:13:43,2.8086e-4,0.28086201,NA,333.6250003,328.740618,0.00996204,32.63509344,54.56452119,2.55965314,2.38978773,0.79231463,0.022080458,NA,5.14005254,1.48422345,0.60562868,700.008625,88.15369375,31.6867,31.03074375,4999.375,333.625,28.67475,29.0033375,333.74575,TRUE
2024-02-28-1247_logdata_lvl3,group2,13:01:31 lvl3_ref,1,Control,6,1709150961,361,2024-02-28,13:09:21,6.1862e-4,0.61861579,1.31283478,328.3001808,223.868562,0.02287112,32.55032142,55.76344161,2.62385262,2.30199931,0.79231463,0.022080458,1.31283478,27.97365344,1.45043205,0.60889503,700.012,88.17328125,31.74025,31.63164375,4990,328.3001875,29.1299875,29.724175,331.2519375,TRUE
2024-02-28-1247_logdata_lvl3,group2,13:01:31 lvl3_ref,1,Control,5,1709150871,271,2024-02-28,13:07:51,6.5805e-4,0.6580517,1.16403781,328.1909936,239.0639598,0.02440694,32.5015765,55.698301120000004,2.6160985,2.29623386,0.79231463,0.022080458,1.16403781,27.26412576,1.41184695,0.61266811,699.985875,88.1809,31.708675,31.58761875,5000.3125,328.191,29.03695,29.6338,329.8271875,TRUE
2024-02-28-1247_logdata_lvl3,group2,13:01:31 lvl3_ref,1,Control,4,1709150809,209,2024-02-28,13:06:49,6.6978e-4,0.66978263,1.02573061,327.2943069,249.1361904,0.02511894,32.48338251,56.16408215,2.63598919,2.27130529,0.79231463,0.022080458,1.02573061,26.60014885,1.37533165,0.61628211,700.018625,88.18395625,31.69539375,31.5575,5001.875,327.2943125,29.13996875,29.85808125,329.3175,TRUE
2024-02-28-1247_logdata_lvl3,group2,13:01:31 lvl3_ref,1,Control,3,1709150746,146,2024-02-28,13:05:46,6.3983e-4,0.63983009,1.37100148,324.2799926,222.0882495,0.02436144,32.46442504,56.89861402,2.66561783,2.23643214,0.79231463,0.022080458,1.37100148,24.89462727,1.3331715,0.62050819,700.022125,88.18649375,31.66338125,31.4992,4993.59375,324.28,29.5822625,30.1928,325.9605,TRUE
2024-02-28-1247_logdata_lvl3,group2,13:01:31 lvl3_ref,1,Control,2,1709150670,70,2024-02-28,13:04:30,7.2698e-4,0.72698046,1.86591848,325.557365,206.9959715,0.0280032,32.38647244,57.06232227,2.66696107,2.21357487,0.79231463,0.022080458,1.86591848,22.16452835,1.25377875,0.62862581,699.977625,88.1943875,31.62163125,31.39043125,4996.71875,325.557375,29.48806875,30.2053125,327.8986875,TRUE
2024-02-28-1247_logdata_lvl3,group2,13:01:31 lvl3_ref,1,Control,1,1709150600,0,2024-02-28,13:03:20,7.3485e-4,0.73484556,1.4483762,323.0694921,230.9229035,0.02890687,32.350833539999996,57.93112038,2.70275077,2.16797665,0.79231463,0.022080458,1.4483762,19.03319875,1.11517511,0.64331849,699.953125,88.2004625,31.59026875,31.32655,5008.90625,323.0695,29.85029375,30.6085875,324.8521875,TRUE
2024-02-28-1156_logdata_lvl2,group3,"12:30:28 lvl2_ref, 12:30:30 lvl2_ref",2,Control,6,1709149294,450,2024-02-28,12:41:34,7.3825e-4,0.73825081,0.91619991,325.9136826,264.8151312,0.02994273,31.66205557,57.39850254,2.57500017,2.10950292,0.79231463,0.022080458,0.91619991,23.42505336,1.51121045,0.60304512,699.987875,88.28995,30.9018,29.92209375,4998.28125,325.9136875,28.4575,29.13226875,327.605625,FALSE
2024-02-28-1156_logdata_lvl2,group3,"12:30:28 lvl2_ref, 12:30:30 lvl2_ref",2,Control,5,1709149210,366,2024-02-28,12:40:10,7.5607e-4,0.75606566,0.88742594,326.4465284,268.3566722,0.03089114,31.58597681,57.49244764,2.56918516,2.09513391,0.79231463,0.022080458,0.88742594,23.41237453,1.48875791,0.60519303,699.9692,88.29520667,30.83353333,29.84542,5004.33333333333,326.446533333333,28.32698,29.0647533333333,327.4752,FALSE
2024-02-28-1156_logdata_lvl2,group3,"12:30:28 lvl2_ref, 12:30:30 lvl2_ref",2,Control,4,1709149117,273,2024-02-28,12:38:37,7.5271e-4,0.7527139,0.71973992,326.3511836,277.4212566,0.03122653,31.49993847,57.97231876,2.5776595,2.06392451,0.79231463,0.022080458,0.71973992,23.33329237,1.45802041,0.60815846,700.028625,88.29865625,30.74564375,29.7684125,5000.3125,326.3511875,28.444725,29.15949375,327.5936875,FALSE
2024-02-28-1156_logdata_lvl2,group3,"12:30:28 lvl2_ref, 12:30:30 lvl2_ref",2,Control,3,1709149022,178,2024-02-28,12:37:02,7.5383e-4,0.7538296,0.87146154,326.7144619,270.6880764,0.0315845,31.41666303,58.20194656,2.57552922,2.04414177,0.79231463,0.022080458,0.87146154,22.84842088,1.41366854,0.61248893,700.0394,88.30046667,30.66199333,29.64928,4991,326.714466666667,28.4016333333333,29.1347866666667,327.8684667,FALSE
2024-02-28-1247_logdata_lvl3,group1,"12:47:53 start, 12:51:57 lvl3_cont, 12:51:58 lvl3_cont",1,Unheated,6,1709150355,308,2024-02-28,12:59:15,0.00118452,1.18451888,2.78629349,318.0502345,217.1113962,0.04985128,32.13854241,59.52884366,2.77287228,2.03978319,0.79231463,0.022080458,2.78629349,41.99076874,1.67659717,0.58768125,700.01525,88.212,31.56221875,30.82323125,5000.46875,318.05025,30.21959375,31.39859375,321.8575,TRUE
2024-02-28-1247_logdata_lvl3,group1,"12:47:53 start, 12:51:57 lvl3_cont, 12:51:58 lvl3_cont",1,Unheated,5,1709150301,254,2024-02-28,12:58:21,0.00115162,1.15162125,2.74531956,316.4657184,215.5684867,0.04903234,32.11598697,60.03884183,2.79088812,2.01563291,0.79231463,0.022080458,2.74531956,42.41140996,1.65186717,0.58992862,700.0206667,88.21314,31.52604,30.81302,4999.5,316.465733333333,30.4847133333333,31.60218,320.1902,TRUE
2024-02-28-1156_logdata_lvl2,group3,"12:30:28 lvl2_ref, 12:30:30 lvl2_ref",2,Control,2,1709148928,84,2024-02-28,12:35:28,7.8439e-4,0.78438621,0.84065583,326.6261288,274.7186663,0.03348135,31.30147581,58.67596805,2.58149113,2.00801813,0.79231463,0.022080458,0.84065583,21.68180341,1.33481251,0.62034261,699.9916667,88.30413333,30.56057333,29.52029333,5005.66666666667,326.626133333333,28.4417133333333,29.2010466666667,327.7725333,FALSE
2024-02-28-1247_logdata_lvl3,group1,"12:47:53 start, 12:51:57 lvl3_cont, 12:51:58 lvl3_cont",1,Unheated,4,1709150262,215,2024-02-28,12:57:42,0.00117522,1.17522346,1.30457694,317.6698056,264.5414478,0.05026328,32.04688034,60.00942607,2.78012984,2.0076385,0.79231463,0.022080458,1.30457694,42.28218301,1.63578642,0.59139922,700.039625,88.2115375,31.46668125,30.73453125,5001.25,317.6698125,30.346075,31.48094375,324.5728125,TRUE
2024-02-28-1156_logdata_lvl2,group3,"12:30:28 lvl2_ref, 12:30:30 lvl2_ref",2,Control,1,1709148844,0,2024-02-28,12:34:04,7.8101e-4,0.78101265,0.59548754,326.5810593,286.6224099,0.03373647,31.19805897,58.94300211,2.57765316,1.98492268,0.79231463,0.022080458,0.59548754,19.45510628,1.18836748,0.63547519,700.0113125,88.3096,30.455225,29.3867875,4999.84375,326.5810625,28.37615625,29.15581875,327.673625,FALSE
2024-02-28-1247_logdata_lvl3,group1,"12:47:53 start, 12:51:57 lvl3_cont, 12:51:58 lvl3_cont",1,Unheated,3,1709150201,154,2024-02-28,12:56:41,0.00121644,1.21644007,3.19341797,317.3569825,209.1934514,0.05271503,31.97964465,60.31836995,2.78639889,1.98318561,0.79231463,0.022080458,3.19341797,42.74786211,1.59602454,0.59506715,700.0007333,88.2163,31.41596,30.70108667,4993.33333333333,317.357,30.39006,31.55022,321.4926,TRUE
2024-02-28-1247_logdata_lvl3,group1,"12:47:53 start, 12:51:57 lvl3_cont, 12:51:58 lvl3_cont",1,Unheated,2,1709150119,72,2024-02-28,12:55:19,0.00120541,1.20540933,3.63279642,319.4928557,200.3360607,0.0537547,31.91786008,61.39266817,2.82543801,1.92748994,0.79231463,0.022080458,3.63279642,40.58259698,1.53668737,0.60062627,699.9596875,88.2147875,31.350175,30.64185,5001.875,319.492875,30.75198125,31.99281875,320.0015,TRUE
2024-02-28-1247_logdata_lvl3,group1,"12:47:53 start, 12:51:57 lvl3_cont, 12:51:58 lvl3_cont",1,Unheated,1,1709150047,0,2024-02-28,12:54:07,0.0012227,1.22270114,3.32460128,329.83148189999997,221.1672562,0.05470738,31.8142029,61.23639856,2.80276948,1.92232719,0.79231463,0.022080458,3.32460128,38.2537391,1.42899782,0.61098524,699.9885625,88.2184625,31.25338125,30.55149375,4999.21875,329.8315,30.57146875,31.7348,320.506125,TRUE
2024-02-28-1156_logdata_lvl2,group2,"12:17:07 lvl2_trt, 12:17:09 lvl2_trt",2,Heated,6,1709148536,396,2024-02-28,12:28:56,7.7851e-4,0.7785107,3.22492303,323.9507159,166.3177444,0.03499724,30.96745865,60.11166388,2.59417264,1.90884189,0.79231463,0.022080458,3.22492303,46.32641705,1.45564017,0.60838931,700.0269333,88.32498667,30.22406,29.6165,5007.66666666667,323.950733333333,28.5827133333333,29.33758,327.0025333,FALSE
2024-02-28-1156_logdata_lvl2,group2,"12:17:07 lvl2_trt, 12:17:09 lvl2_trt",2,Heated,5,1709148468,328,2024-02-28,12:27:48,8.1461e-4,0.81460654,2.96751954,323.4411716,185.6661279,0.03724037,30.88069751,60.54985693,2.60222736,1.8785538,0.79231463,0.022080458,2.96751954,46.05726071,1.4324683,0.61064584,699.9898125,88.326125,30.15148125,29.55666875,4999.0625,323.4411875,28.6332125,29.42824375,326.7615625,FALSE
2024-02-28-1156_logdata_lvl2,group2,"12:17:07 lvl2_trt, 12:17:09 lvl2_trt",2,Heated,4,1709148375,235,2024-02-28,12:26:15,8.5219e-4,0.85219093,2.70879721,322.844852,203.7062651,0.03981371,30.76522877,61.11190576,2.61144383,1.83989571,0.79231463,0.022080458,2.70879721,45.55582942,1.39148248,0.61467838,700.0242,88.32758,30.0521,29.47177333,5008.66666666667,322.844866666667,28.6939666666667,29.53204,326.0249333,FALSE
2024-02-28-1156_logdata_lvl2,group2,"12:17:07 lvl2_trt, 12:17:09 lvl2_trt",2,Heated,3,1709148311,171,2024-02-28,12:25:11,8.5365e-4,0.85365037,2.95897908,321.9796511,195.0617358,0.04052234,30.66727393,61.54103904,2.6150194,1.81147639,0.79231463,0.022080458,2.95897908,45.17764556,1.34531451,0.61928506,700.0003333,88.32814667,29.95409333,29.35249333,5000.66666666667,321.979666666667,28.7367333333333,29.5722733333333,325.1954667,FALSE
2024-02-28-1156_logdata_lvl2,group2,"12:17:07 lvl2_trt, 12:17:09 lvl2_trt",2,Heated,2,1709148223,83,2024-02-28,12:23:43,9.1689e-4,0.91688526,3.14226581,321.6305158,199.2228619,0.04472677,30.49921212,62.13339812,2.61865057,1.76550196,0.79231463,0.022080458,3.14226581,44.11343271,1.25138217,0.62887415,700.0258667,88.32907333,29.8116,29.18598,4996,321.630533333333,28.70256,29.6130133333333,325.1058,FALSE
2024-02-28-1156_logdata_lvl2,group2,"12:17:07 lvl2_trt, 12:17:09 lvl2_trt",2,Heated,1,1709148140,0,2024-02-28,12:22:20,0.00102773,1.0277332,3.57822272,321.6857806,201.7192935,0.05202848,30.29922674,62.92699863,2.6287835,1.70544279,0.79231463,0.022080458,3.57822272,40.92448601,1.10874407,0.64401691,699.9609333,88.33005333,29.65818,28.97402,5009,321.6858,28.7249666666667,29.7273,325.5354667,FALSE
2024-02-28-1156_logdata_lvl2,group1,"11:56:32 start, 12:07:48 lvl2_cont, 12:07:50 lvl2_cont",2,Unheated,6,1709147696,473,2024-02-28,12:14:56,9.4176e-4,0.94176298,3.19635983,320.3417164,214.8669256,0.05305757,29.58151649,65.61408834,2.62423102,1.53487522,0.79231463,0.022080458,3.19635983,40.47676751,1.41510147,0.61234806,700.0082667,88.34532,28.90403333,28.62126,5002.33333333333,320.341733333333,28.7659,29.6706333333333,323.6823333,FALSE
2024-02-28-1156_logdata_lvl2,group1,"11:56:32 start, 12:07:48 lvl2_cont, 12:07:50 lvl2_cont",2,Unheated,5,1709147623,400,2024-02-28,12:13:43,9.0583e-4,0.90583386,3.24039117,320.3525458,212.2450109,0.05225309,29.43340036,66.24967265,2.62475832,1.49898581,0.79231463,0.022080458,3.24039117,40.40085778,1.3664652,0.61716608,699.97425,88.34585,28.741125,28.47920625,5003.59375,320.3525625,28.7950875,29.67645,323.638125,FALSE
2024-02-28-1156_logdata_lvl2,group1,"11:56:32 start, 12:07:48 lvl2_cont, 12:07:50 lvl2_cont",2,Unheated,4,1709147534,311,2024-02-28,12:12:14,9.1312e-4,0.91312086,3.14074755,320.6616084,219.288882,0.05424385,29.21661258,66.84198514,2.61546147,1.45699812,0.79231463,0.022080458,3.14074755,40.00840122,1.28809022,0.62509167,700.0199375,88.34429375,28.52656875,28.29675625,4996.40625,320.661625,28.6829375,29.57184375,324.1415625,FALSE
2024-02-28-1156_logdata_lvl2,group1,"11:56:32 start, 12:07:48 lvl2_cont, 12:07:50 lvl2_cont",2,Unheated,3,1709147471,248,2024-02-28,12:11:11,8.996e-4,0.89959719,3.24419951,320.7737327,217.9890909,0.0550783,29.05780169,67.62380181,2.62093651,1.41430761,0.79231463,0.022080458,3.24419951,38.91694733,1.21906112,0.63224269,699.99,88.3455125,28.362425000000002,28.16325625,5000.78125,320.77375,28.7541625,29.63334375,324.397125,FALSE
2024-02-28-1156_logdata_lvl2,group1,"11:56:32 start, 12:07:48 lvl2_cont, 12:07:50 lvl2_cont",2,Unheated,2,1709147329,106,2024-02-28,12:08:49,8.1792e-4,0.81791572,3.18964323,320.939733,215.3981556,0.05240862,28.73696737,68.7435959,2.60996131,1.35100271,0.79231463,0.022080458,3.18964323,35.45219374,0.99656074,0.65644872,699.997125,88.34976875,28.00823125,27.89281875,5008.59375,320.93975,28.7152625,29.50784375,324.2616875,FALSE
2024-02-28-1156_logdata_lvl2,group1,11:56:32 start,2,Unheated,1,1709147223,0,2024-02-28,12:07:03,7.8476e-4,0.78475655,2.97404973,321.4164509,222.4688427,0.05226787,28.45066088,69.56818317,2.59522889,1.30045872,0.79231463,0.022080458,2.97404973,28.95221488,0.7472656,0.68587022,699.9815333,88.35931333,27.70691333,27.66538,4994,321.416466666667,28.56794,29.3380933333333,324.4461333,FALSE
2024-03-06-1304_logdata_lvl3,group3,"13:30:39 lvl3_trt, 13:30:40 lvl3_trt",1,Heated,6,1709757512,375,2024-03-06,13:38:32,9.8118e-4,0.98117975,0.31581241,317.8840608,262.6361274,0.01747597,33.49660018,7.60206463,0.3805597,4.81423931,0.77071932,NA,0.31581241,13.25188427,1.77058636,0.54817964,700.00675,87.96498125,32.83694375,31.85806875,5005.46875,317.8840625,3.3432425,4.32135375,318.4464375,TRUE
2024-03-06-1304_logdata_lvl3,group3,"13:30:39 lvl3_trt, 13:30:40 lvl3_trt",1,Heated,5,1709757449,312,2024-03-06,13:37:29,9.9072e-4,0.99071757,0.53347518,320.2138721,246.2388403,0.01769169,33.45307879,7.59911713,0.37955725,4.80259781,0.77071932,NA,0.53347518,13.64490364,1.74238422,0.55071244,700.0073125,87.96683125,32.79695625,31.78866875,5000.3125,320.213875,3.322713125,4.3098775,321.8019375,TRUE
2024-03-06-1304_logdata_lvl3,group3,"13:30:39 lvl3_trt, 13:30:40 lvl3_trt",1,Heated,4,1709757371,234,2024-03-06,13:36:11,0.00100815,1.00815386,0.52315337,320.1539306,248.1579624,0.01808069,33.38390884,7.61238519,0.37888443,4.78323026,0.77071932,NA,0.52315337,13.07131978,1.71203357,0.55346447,700.0026667,87.96798,32.73444,31.74822667,4993.33333333333,320.153933333333,3.296658,4.30218,321.6916,TRUE
2024-03-06-1304_logdata_lvl3,group3,"13:30:39 lvl3_trt, 13:30:40 lvl3_trt",1,Heated,3,1709757318,181,2024-03-06,13:35:18,0.00102173,1.02172855,0.7086684,317.0525295,230.6036854,0.01838516,33.33144731,7.62817368,0.3786725,4.76828768,0.77071932,NA,0.7086684,13.22475046,1.67950437,0.55644475,700.021,87.96895333,32.68770667,31.66981333,4996.16666666667,317.052533333333,3.28007933333333,4.29972533333333,318.2946,TRUE
